"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-UK","UPDATE-UK","CURRENT-Trustwords","UPDATE-Trustwords","CURRENT-English Fluency","UPDATE-English Fluency","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"ALF9AAZGQP4K5","https://master-requester.mturk.com/workers/ALF9AAZGQP4K5","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"ALI864QMXSK5V","https://master-requester.mturk.com/workers/ALI864QMXSK5V","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ALLX9BBSRR62N","https://master-requester.mturk.com/workers/ALLX9BBSRR62N","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"ALN9GFZQLOZLY","https://master-requester.mturk.com/workers/ALN9GFZQLOZLY","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"ALPDRLKWS2MYP","https://master-requester.mturk.com/workers/ALPDRLKWS2MYP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AM0QVBV8L6QCJ","https://master-requester.mturk.com/workers/AM0QVBV8L6QCJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AM4PAC2YQPREB","https://master-requester.mturk.com/workers/AM4PAC2YQPREB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AM6UAUQNJE1A6","https://master-requester.mturk.com/workers/AM6UAUQNJE1A6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AMGR2E6A21VCA","https://master-requester.mturk.com/workers/AMGR2E6A21VCA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AMJF51O7XF7OU","https://master-requester.mturk.com/workers/AMJF51O7XF7OU","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AMOO2P3A36ULC","https://master-requester.mturk.com/workers/AMOO2P3A36ULC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AMPMTF5IAAMK8","https://master-requester.mturk.com/workers/AMPMTF5IAAMK8","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"AMX7FZDQKVAW6","https://master-requester.mturk.com/workers/AMX7FZDQKVAW6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ANCDBBNNGEQBO","https://master-requester.mturk.com/workers/ANCDBBNNGEQBO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ANFUCCHSRIDYW","https://master-requester.mturk.com/workers/ANFUCCHSRIDYW","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"ANI3J4ZJ35UTC","https://master-requester.mturk.com/workers/ANI3J4ZJ35UTC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ANN162CY5IAGN","https://master-requester.mturk.com/workers/ANN162CY5IAGN","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"ANVTZL6VTG48I","https://master-requester.mturk.com/workers/ANVTZL6VTG48I","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ANYM0QBCV3W5N","https://master-requester.mturk.com/workers/ANYM0QBCV3W5N","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AO9YO8LW3AWGC","https://master-requester.mturk.com/workers/AO9YO8LW3AWGC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AOFDUROJ8XRZT","https://master-requester.mturk.com/workers/AOFDUROJ8XRZT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AOGEGRPMKRKY","https://master-requester.mturk.com/workers/AOGEGRPMKRKY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AOI5X12IPYJD","https://master-requester.mturk.com/workers/AOI5X12IPYJD","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"AOMFEAWQHU3D8","https://master-requester.mturk.com/workers/AOMFEAWQHU3D8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AOW5IZPNM79WW","https://master-requester.mturk.com/workers/AOW5IZPNM79WW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AOY5CF0UQUMO2","https://master-requester.mturk.com/workers/AOY5CF0UQUMO2","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AOZSUISWZEOZV","https://master-requester.mturk.com/workers/AOZSUISWZEOZV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AP37QQ9AABSY9","https://master-requester.mturk.com/workers/AP37QQ9AABSY9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AP43EYS9D1Z9E","https://master-requester.mturk.com/workers/AP43EYS9D1Z9E","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AP4FDDWBJW47O","https://master-requester.mturk.com/workers/AP4FDDWBJW47O","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AP9RJS66D2C4H","https://master-requester.mturk.com/workers/AP9RJS66D2C4H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AP9WIQ4P78XLH","https://master-requester.mturk.com/workers/AP9WIQ4P78XLH","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"APGX2WZ59OWDN","https://master-requester.mturk.com/workers/APGX2WZ59OWDN","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"APJRAU3Y25WYZ","https://master-requester.mturk.com/workers/APJRAU3Y25WYZ","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"APPNTU0LE3T9L","https://master-requester.mturk.com/workers/APPNTU0LE3T9L","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AQC124XS1EHAA","https://master-requester.mturk.com/workers/AQC124XS1EHAA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AQJU0QTBRKJ3","https://master-requester.mturk.com/workers/AQJU0QTBRKJ3","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AQMAUTIHUN643","https://master-requester.mturk.com/workers/AQMAUTIHUN643","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AQOXSP4W3ITSW","https://master-requester.mturk.com/workers/AQOXSP4W3ITSW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AQV1A1B6G2S6M","https://master-requester.mturk.com/workers/AQV1A1B6G2S6M","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ARE37A8I60U7S","https://master-requester.mturk.com/workers/ARE37A8I60U7S","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ARFFJKZRGQIP4","https://master-requester.mturk.com/workers/ARFFJKZRGQIP4","2","1","50.00%","2","1","50.00%","2","1","50.00%","","","","","1","","Never Blocked","",""
"ARI1EMAHUA9PO","https://master-requester.mturk.com/workers/ARI1EMAHUA9PO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"ARJFMC9IWR8W0","https://master-requester.mturk.com/workers/ARJFMC9IWR8W0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ARM2CBQGJCQ5Z","https://master-requester.mturk.com/workers/ARM2CBQGJCQ5Z","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ARTMJ8ZC75ABK","https://master-requester.mturk.com/workers/ARTMJ8ZC75ABK","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"ARYQNPT8XWX8C","https://master-requester.mturk.com/workers/ARYQNPT8XWX8C","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ARZ9KWKL0P8ND","https://master-requester.mturk.com/workers/ARZ9KWKL0P8ND","3","3","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"AS9VFG4D2H8W5","https://master-requester.mturk.com/workers/AS9VFG4D2H8W5","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"ASAG9N3A245K","https://master-requester.mturk.com/workers/ASAG9N3A245K","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ASEC57XG67Y4K","https://master-requester.mturk.com/workers/ASEC57XG67Y4K","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"ASP32QB28TEZU","https://master-requester.mturk.com/workers/ASP32QB28TEZU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ASQJ4Z3WF3ZFP","https://master-requester.mturk.com/workers/ASQJ4Z3WF3ZFP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ASVSNMYG44JT5","https://master-requester.mturk.com/workers/ASVSNMYG44JT5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"ASWUMQF7O1GW5","https://master-requester.mturk.com/workers/ASWUMQF7O1GW5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ASZCL4BBXSWHC","https://master-requester.mturk.com/workers/ASZCL4BBXSWHC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AT37XBKO802OL","https://master-requester.mturk.com/workers/AT37XBKO802OL","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"ATVOHG878B5HX","https://master-requester.mturk.com/workers/ATVOHG878B5HX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ATXZER4SSI0ZA","https://master-requester.mturk.com/workers/ATXZER4SSI0ZA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AU34T9OMHN4Z4","https://master-requester.mturk.com/workers/AU34T9OMHN4Z4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AU5RW3OQBKMU7","https://master-requester.mturk.com/workers/AU5RW3OQBKMU7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AUA2P8CCPR5GS","https://master-requester.mturk.com/workers/AUA2P8CCPR5GS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AUA5PH1FHOW5H","https://master-requester.mturk.com/workers/AUA5PH1FHOW5H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AUGSMO6KSTWVS","https://master-requester.mturk.com/workers/AUGSMO6KSTWVS","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"AUKIQ4JR04MDJ","https://master-requester.mturk.com/workers/AUKIQ4JR04MDJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AUN1LGCVAUMIK","https://master-requester.mturk.com/workers/AUN1LGCVAUMIK","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"AUN5JNVK8HOYO","https://master-requester.mturk.com/workers/AUN5JNVK8HOYO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AUO4WD3FOG6DR","https://master-requester.mturk.com/workers/AUO4WD3FOG6DR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AUR00C9X9QOZJ","https://master-requester.mturk.com/workers/AUR00C9X9QOZJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AUT3TC69NW1F8","https://master-requester.mturk.com/workers/AUT3TC69NW1F8","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"AUWM6BKW5836O","https://master-requester.mturk.com/workers/AUWM6BKW5836O","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AUZBKS5UI3MXB","https://master-requester.mturk.com/workers/AUZBKS5UI3MXB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AUZUHON52J10U","https://master-requester.mturk.com/workers/AUZUHON52J10U","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"AV0W8DF41Z7MD","https://master-requester.mturk.com/workers/AV0W8DF41Z7MD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AVA6JMQ1N87JC","https://master-requester.mturk.com/workers/AVA6JMQ1N87JC","2","2","100.00%","2","2","100.00%","1","1","100.00%","1","","","","1","","Never Blocked","",""
"AVAJTAKT73XOO","https://master-requester.mturk.com/workers/AVAJTAKT73XOO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AVBLMDK750VFG","https://master-requester.mturk.com/workers/AVBLMDK750VFG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AVD6HMIO1HLFI","https://master-requester.mturk.com/workers/AVD6HMIO1HLFI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AVDGSV0FI7UPY","https://master-requester.mturk.com/workers/AVDGSV0FI7UPY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AVDQYRGQOAED","https://master-requester.mturk.com/workers/AVDQYRGQOAED","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","","","1","","Never Blocked","",""
"AVDWQ1G129G4D","https://master-requester.mturk.com/workers/AVDWQ1G129G4D","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AVK1TZJ6OT9HY","https://master-requester.mturk.com/workers/AVK1TZJ6OT9HY","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"AVKYS273GAXRM","https://master-requester.mturk.com/workers/AVKYS273GAXRM","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"AVOV9WE1G1R9H","https://master-requester.mturk.com/workers/AVOV9WE1G1R9H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AVPKE76DJLWK6","https://master-requester.mturk.com/workers/AVPKE76DJLWK6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AVQ2WSMCC7QLF","https://master-requester.mturk.com/workers/AVQ2WSMCC7QLF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AVRZE3S3GWKEZ","https://master-requester.mturk.com/workers/AVRZE3S3GWKEZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AVTQX0P8L08W6","https://master-requester.mturk.com/workers/AVTQX0P8L08W6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AVZOC3OGBQRX2","https://master-requester.mturk.com/workers/AVZOC3OGBQRX2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AW02W1A865GT4","https://master-requester.mturk.com/workers/AW02W1A865GT4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AW2OXGIC9X0AE","https://master-requester.mturk.com/workers/AW2OXGIC9X0AE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AW4F3IOECRAZH","https://master-requester.mturk.com/workers/AW4F3IOECRAZH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AW9EDKKC3T76Q","https://master-requester.mturk.com/workers/AW9EDKKC3T76Q","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"AWBH8AHN105F6","https://master-requester.mturk.com/workers/AWBH8AHN105F6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AWJ5RYXJCSGV0","https://master-requester.mturk.com/workers/AWJ5RYXJCSGV0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AWKUOA7M4P8YI","https://master-requester.mturk.com/workers/AWKUOA7M4P8YI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AWLVQUE4BC71Q","https://master-requester.mturk.com/workers/AWLVQUE4BC71Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AWW7U5TW7NPKO","https://master-requester.mturk.com/workers/AWW7U5TW7NPKO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AX8RDFKYAO9BX","https://master-requester.mturk.com/workers/AX8RDFKYAO9BX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AXE6K5G2HV0MM","https://master-requester.mturk.com/workers/AXE6K5G2HV0MM","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"AXFB4XBUKNE07","https://master-requester.mturk.com/workers/AXFB4XBUKNE07","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AXID3RPK6NZT6","https://master-requester.mturk.com/workers/AXID3RPK6NZT6","3","3","100.00%","3","3","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"AXKQFOQNX7BET","https://master-requester.mturk.com/workers/AXKQFOQNX7BET","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AXTOMX4Z5YHQA","https://master-requester.mturk.com/workers/AXTOMX4Z5YHQA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AXTXEIVVXTX74","https://master-requester.mturk.com/workers/AXTXEIVVXTX74","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AXV2CA5TY066N","https://master-requester.mturk.com/workers/AXV2CA5TY066N","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AXVPMYCDTJ271","https://master-requester.mturk.com/workers/AXVPMYCDTJ271","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AXY0D2AMLKE2A","https://master-requester.mturk.com/workers/AXY0D2AMLKE2A","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AYANXOKRFW1ZD","https://master-requester.mturk.com/workers/AYANXOKRFW1ZD","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
